,Annotator,Paper,Cited-by,Follow-up,Citation,Context,Cleaned_context
208,A,W03-0430,W04-3234,0,"(McCallum and Li, 2003)","There are several ways in which this work might be extended and improved, both in its particular form and in general: � BWI models initial and terminal boundaries, but ignores characteristics of the extracted phrase other than its length. We are exploring mechanisms for modeling relevant phrasal structure. quential averaged perceptrons or CRFs (McCallum and Li, 2003), appear better suited to the NER problem than local symbolic learners, the two approaches search different hypothesis spaces. Based on the surmise that, by combining them, we can realize improvements over either in isolation, we are exploring mechanisms for integration. � The distributional clusters we find are independent of the problem to which we want to apply them and may sometimes be inappropriate or have the wrong granularity.",There are several ways in which this work might be extended and improved both in its particular form and in general models initial and terminal boundaries but ignores characteristics of the extracted phrase other than its length are exploring mechanisms for modeling relevant phrasal structure quential averaged perceptrons or appear better suited to the problem than local symbolic learners the approaches search different hypothesis spaces Based on the surmise that by combining them we can realize improvements over either in isolation we are exploring mechanisms for integration The distributional clusters we find are independent of the problem to which we want to apply them and may sometimes be inappropriate or have the wrong granularity
209,A,W04-2405,E12-1017,0,"(Clark et al., 2003; Mihalcea, 2004; McClosky et al., 2006)","Yet the available unlabeled data is vast, so we turn to semisupervised learning. Here we adapt self-training, a simple technique that leverages a supervised learner (like the perceptron) to perform semisupervised learning (Clark et al., 2003; Mihalcea, 2004; McClosky et al., 2006). In our version, a model is trained on the labeled data, then used to label the unlabeled target data.",Yet the available unlabeled data is vast so we turn to semisupervised learning Here we adapt self training simple technique that leverages supervised learner to perform semisupervised learning our version model is trained on the labeled data then used to label the unlabeled target data
210,A,W04-3103,P07-1125,3,Light et al. (2004),"We analyze our learning model experimentally and report promising results for the task on a new publicly-available dataset.1 While there is a certain amount of literature within the linguistics community on the use of hedging in scientific text, eg. (Hyland, 1994), there is little of direct relevance to the task of classifying speculative language from an NLP/ML perspective. The most clearly relevant study is Light et al. (2004) where the focus is on introducing the problem, exploring annotation issues and outlining potential applications rather than on the specificities of the ML approach, though they do present some results using a manually crafted substring matching classifier and a supervised SVM on a collection of Medline abstracts. We will draw on this work throughout our presentation of the task.",analyze our learning model experimentally and report promising results for the task on new publicly available While there is certain amount of literature within the linguistics community on the use of hedging in scientific text eg there is little of direct relevance to the task of classifying speculative language from an perspective The most clearly relevant study is where the focus is on introducing the problem exploring annotation issues and outlining potential applications rather than on the specificities of the approach though they do present some results using manually crafted substring matching classifier and supervised on collection of abstracts will draw on this work throughout our presentation of the task
211,A,W04-3111,D07-1112,1,"(Kulick et al., 2004)","We were given around 15K sentences of labeled text from the Wall Street Journal (WSJ) (Marcus et al., 1993; Johansson and Nugues, 2007) as well as 200K unlabeled sentences. The development data was 200 sentences of labeled biomedical oncology text (BIO, the ONCO portion of the Penn Biomedical Treebank), as well as 200K unlabeled sentences (Kulick et al., 2004). The two test domains were a collection of medline chemistry abstracts (pchem, the CYP portion of the Penn Biomedical Treebank) and the Child Language Data Exchange System corpus (CHILDES) (MacWhinney, 2000; Brown, 1973).",were given around sentences of labeled text from the Wall Street Journal as well as unlabeled sentences The development data was sentences of labeled biomedical oncology text as well as unlabeled sentences The test domains were collection of medline chemistry abstracts and the Child Language Data Exchange System corpus
212,A,W04-3111,D07-1128,0,"(Marcus et al., 1993; Johansson and Nugues, 2007; Kulick et al., 2004; MacWhinney, 2000; Brown, 1973)","It has been applied to many tasks, such as parsing biomedical literature (Rinaldi et al., 2006; Rinaldi et al., 2007) and the whole British National Corpus, and has been evaluated in several ways. We have achieved average results in the CoNLL domain adaptation track open submission (Marcus et al., 1993; Johansson and Nugues, 2007; Kulick et al., 2004; MacWhinney, 2000; Brown, 1973). The performance of the parser is seriously affected by mapping problems to the particular dependency representation used in the shared task.",has been applied to many tasks such as parsing biomedical literature and the whole British National Corpus and has been evaluated in several ways have achieved average results in the domain adaptation track open submission The performance of the parser is seriously affected by mapping problems to the particular dependency representation used in the shared task
213,A,W04-3111,D07-1119,1,"(Kulick et al, 2004)","Because of certain inconsistencies in the annotation guidelines, the organizers decided to make this task optional and hence we submitted just the parse produced by the parser trained for English. For the second adaptation task we were given a large collection of unlabeled data in the chemistry domain (Kulick et al, 2004) as well as a test set of 5000 tokens (200 sentences) to parse (english_pchemtbtb_test.conll). There were three sets of unlabeled documents: we chose the smallest (unlab1) consisting of over 300,000 tokens (11663 sentences). unlab1 was tokenized, POS and lemmas were added using our version of TreeTagger (Schmid, 1994), and lemmas replaced with stems, which had turned out to be more effective than lemmas.",Because of certain inconsistencies in the annotation guidelines the organizers decided to make this task optional and hence we submitted just the parse produced by the parser trained for For the adaptation task we were given large collection of unlabeled data in the chemistry domain as well as test set of tokens to parse There were sets of unlabeled documents we chose the smallest consisting of over tokens was tokenized and lemmas were added using our version of and lemmas replaced with stems which had turned out to be more effective than lemmas
214,A,W04-3111,W08-0605,0,"(Kulick et al., 2004)","However, the lack of annotated corpora, which are indispensable for training machine learning models, makes it difficult to broaden the scope of text mining applications. In the biomedical domain, for example, several annotated corpora such as GENIA (Kim et al., 2003), PennBioIE (Kulick et al., 2004), and GENETAG (Tanabe et al., 2005) have been created and made publicly available, but the named entity categories annotated in these corpora are tailored to their specific needs and not always sufficient or suitable for text mining tasks that other researchers need to address. Active learning is a framework which can be used for reducing the amount of human effort required to create a training corpus (Dagan and Engelson, 1995; Engelson and Dagan, 1996; Thompson et al., 1999; Shen et al., 2004).",However the lack of annotated corpora which are indispensable for training machine learning models makes it difficult to broaden the scope of text mining applications the biomedical domain for example several annotated corpora such as PennBioIE and have been created and made publicly available but the named entity categories annotated in these corpora are tailored to their specific needs and not always sufficient or suitable for text mining tasks that other researchers need to address Active learning is framework which can be used for reducing the amount of human effort required to create training corpus
215,A,W04-3111,D07-1126,0,"(Marcus et al., 1993; Johansson and Nugues, 2007; Kulick et al., 2004)","This task is to adapt our model trained on PennBank data to the test data in the Biomedical domain. The pchemtb-closed shared task (Marcus et al., 1993; Johansson and Nugues, 2007; Kulick et al., 2004) is used to illustrate our models. We do not use any additional unlabeled data in the Biomedical domain.",This task is to adapt our model trained on data to the test data in the domain The pchemtb closed shared task is used to illustrate our models do not use any additional unlabeled data in the domain
216,A,W04-3111,P10-1089,1,"(Kulick et al., 2004)","For out-of-domain data, we get 21K 6HMM-style taggers, like the fast TnT tagger used on our web corpus, do not use bilexical features, and so perform especially poorly on these cases. One motivation for our work was to develop a fast post-processor to fixVBN/VBD errors. examples from the Brown portion of the Treebank and 6296 examples from tagged Medline abstracts in the PennBioIE corpus (Kulick et al., 2004). There are two orthogonal sources of information for predicting VBN/VBD: 1) the noun-verb pair, and 2) the context around the pair.",For out of domain data we get style taggers like the fast tagger used on our web corpus do not use bilexical features and so perform especially poorly on these cases motivation for our work was to develop fast post processor to errors examples from the portion of the and examples from tagged abstracts in the PennBioIE corpus There are orthogonal sources of information for predicting the noun verb pair and the context around the pair
217,A,W04-3111,P07-1031,1,"(Kulick et al., 2004)","Smith, that we would like to distinguish from implicitly right-branching NPs in the next version of the corpus. Although our scheme is still developing, we believe that the current annotation is already useful for statistical modelling, and we demonstrate this empirically in Section 6. 4.1 Annotation Process Our annotation guidelines1 are based on those developed for annotating full sub-NP structure in the biomedical domain (Kulick et al., 2004). The annotation guidelines for this biomedical corpus (an addendum to the Penn Treebank guidelines) introduce the use of NML nodes to mark internal NP structure.",that we would like to distinguish from implicitly right branching in the next version of the corpus Although our scheme is still developing we believe that the current annotation is already useful for statistical modelling and we demonstrate this empirically in Section Annotation Process Our annotation are based on those developed for annotating full sub structure in the biomedical domain The annotation guidelines for this biomedical corpus introduce the use of nodes to mark internal structure
218,A,W04-3111,P09-1117,1,"(Kulick et al., 2004)","From the general-language newspaper domain, we took the training part of the MUC7 corpus (Linguistic Data Consortium, 2001) which incorporates seven different entity types,viz. per3The OUTSIDE class is assigned to each token that does not denote an entity in the underlying domain of discourse. sons, organizations, locations, times, dates, monetary expressions, and percentages. From the sublanguage biology domain, we used the oncology part of the PENNBIOIE corpus (Kulick et al., 2004) and removed all but three gene entity subtypes (generic, protein, and rna). Table 1 summarizes the quantitative characteristics of both corpora.4 The results reported below are averages of 20 independent runs.",From the general language newspaper domain we took the training part of the corpus which incorporates different entity types viz class is assigned to each token that does not denote an entity in the underlying domain of discourse sons organizations locations times dates monetary expressions and percentages From the sublanguage biology domain we used the oncology part of the corpus and removed all but gene entity subtypes Table summarizes the quantitative characteristics of both The results reported below are averages of independent runs
219,A,W04-3111,I05-2038,1,"(Kulick et al., 2004)","This problem of ellipsis can frequently occur in research abstracts, and it can be argued that the tokenization criteria must be changed for texts in biomedical domain (Yamamoto and Satou, 2004) so that such fragment as ‘IL-18’ and ‘mediated’ in ‘IL-18-ediated’ should be regarede as separate tokens. The Pennsylvania biology corpus (Kulick et al., 2004) partially solves this problem by separating a token where two or more subtokens are connected with hyphens, but in the cases where a shared part of the word is not separated by a hyphen (e.g. ‘metric’ of ‘stereo- and isometric alleles’) the word including the part is left uncut. The current GTB follows the GENIA corpus that it retains the tokenization criteria of the original Penn Treebank, but this must be reconsidered in future.",This problem of ellipsis can frequently occur in research abstracts and it can be argued that the tokenization criteria must be changed for texts in biomedical domain so that such fragment as and mediated in ediated should be regarede as separate tokens The biology corpus partially solves this problem by separating token where or more subtokens are connected with hyphens but in the cases where shared part of the word is not separated by hyphen the word including the part is left uncut The current follows the corpus that it retains the tokenization criteria of the original Penn Treebank but this must be reconsidered in future
220,A,W04-3252,C08-1040,2,"(Erkan and Radev, 2004; Mihalcea and Tarau, 2004; Kurland and Lee, 2005; Kurland and Lee, 2006)","Eigenvector centrality is another powerful method that that has been applied to several types of networks. For example it has been used to measure centrality in hyperlinked web pages networks (Brin and Page, 1998; Kleinberg, 1998), lexical networks (Erkan and Radev, 2004; Mihalcea and Tarau, 2004; Kurland and Lee, 2005; Kurland and Lee, 2006), and semantic networks (Mihalcea et al., 2004). The interest of applying natural language processing techniques in the area of political science has been recently increasing. (Quinn et al., 2006) introduce a multinomial mixture model to cluster political speeches into topics or related categories.",Eigenvector centrality is another powerful method that that has been applied to several types of networks For example it has been used to measure centrality in hyperlinked web pages networks lexical networks and semantic networks The interest of applying natural language processing techniques in the area of political science has been recently increasing introduce multinomial mixture model to cluster political speeches into topics or related categories
221,A,W06-1615,P07-1056,3,"(Blitzer et al., 2006)","We propose solutions to these two questions and evaluate them on a corpus of reviews for four different types of products from Amazon: books, DVDs, electronics, and kitchen appliances2. First, we show how to extend the recently proposed structural cor1For surveys of recent research on domain adaptation, see the ICML 2006 Workshop on Structural Knowledge Transfer for Machine Learning ( edu/) and the NIPS 2006 Workshop on Learning when test and training inputs have different distribution ( first.fraunhofer.de/projects/different06/) 2The dataset will be made available by the authors at publication time. respondence learning (SCL) domain adaptation algorithm (Blitzer et al., 2006) for use in sentiment classification. A key step in SCL is the selection of pivot features that are used to link the source and target domains.",propose solutions to these questions and evaluate them on corpus of reviews for different types of products from books electronics and kitchen we show how to extend the recently proposed structural surveys of recent research on domain adaptation see the Workshop on Structural Knowledge Transfer for Machine Learning and the Workshop on Learning when test and training inputs have different distribution dataset will be made available by the authors at publication time respondence learning domain adaptation algorithm for use in sentiment classification key step in is the selection of pivot features that are used to link the source and target domains
222,A,W07-1412,E12-1004,0,"(Zanzotto et al., 2007; Kouleykov and Magnini, 2005)","Entailment systems have been compared under this new perspective in various evaluation campaigns, the best known being the Recognizing Textual Entailment (RTE) initiative (Dagan et al., 2009). Most RTE systems are based on advanced NLP components, machine learning techniques, and/or syntactic transformations (Zanzotto et al., 2007; Kouleykov and Magnini, 2005). A few systems exploit deep FS analysis (Bos and Markert, 2006; Chambers et al., 2007).",Entailment systems have been compared under this new perspective in various evaluation campaigns the best known being the Recognizing Textual Entailment initiative Most systems are based on advanced components machine learning techniques syntactic transformations few systems exploit deep analysis
223,A,W07-1412,P08-1118,0,"(Hickl et al., 2006; MacCartney et al., 2006; Zanzotto et al., 2007)","Here, it is relatively easy to identify the lack of entailment: the first sentence involves no injuries, so the second is unlikely to be entailed. Most entailment systems function as weak proof theory (Hickl et al., 2006; MacCartney et al., 2006; Zanzotto et al., 2007), but contradictions require deeper inferences and model building. While mismatching information between sentences is often a good cue of non-entailment (Vanderwende et al., 2006), it is not sufficient for contradiction detection which requires more precise comprehension of the consequences of sentences.",Here it is relatively easy to identify the lack of entailment the sentence involves no injuries so the is unlikely to be entailed Most entailment systems function as weak proof theory but contradictions require deeper inferences and model building While mismatching information between sentences is often good cue of non entailment it is not sufficient for contradiction detection which requires more precise comprehension of the consequences of sentences
224,A,W07-1412,P12-1047,2,"(Moschitti and Zanzotto, 2007)","Harmeling (2007) and Heilman and Smith (2010) classified sequence pairs based on transformation on syntactic trees. Zanzotto et al. (2007) used a kernel method on syntactic tree pairs (Moschitti and Zanzotto, 2007). We formalize sentence re-writing learning as a kernel method.",and classified sequence pairs based on transformation on syntactic trees used kernel method on syntactic tree pairs formalize sentence re writing learning as kernel method
225,A,W07-1412,W09-2501,0,"(Burchardt et al., 2007; Hickl and Bensley, 2007; Iftene and Balahur-Dobrescu, 2007; Zanzotto et al., 2007)","In the absence of a universally accepted definition of MWEs, we define MWEs in the RTE setting as multi-word alignments, i.e., words that participate in more than one word alignment link between premise and hypothesis: The exclusion of MWEs that do not lead to multiword alignments (i.e., which can be aligned word by word) is not a significant loss, since these cases are unlikely to cause significant problems for RTE. In addition, an alignment-based approach has the advantage of generality: Almost all existing RTE models align the linguistic material of the premise and hypothesis and base at least part of their decision on properties of this alignment (Burchardt et al., 2007; Hickl and Bensley, 2007; Iftene and Balahur-Dobrescu, 2007; Zanzotto et al., 2007). We proceed in three steps.",the absence of universally accepted definition of we define in the setting as multi word alignments words that participate in more than one word alignment link between premise and hypothesis The exclusion of that do not lead to multiword alignments is not significant loss since these cases are unlikely to cause significant problems for addition an alignment based approach has the advantage of generality Almost all existing models align the linguistic material of the premise and hypothesis and base at least part of their decision on properties of this alignment proceed in steps
226,A,W07-1412,W10-1609,0,"(Marneffe et al., 2006; Zanzotto et al., 2007; Castillo, 2009)","In this paper, we address the RTE task problem of determining the entailment value between Text and Hypothesis pairs in Spanish, applying machine learning techniques. In the past, RTEs Challenges machine learning algorithms were widely used for the task of recognizing textual entailment (Marneffe et al., 2006; Zanzotto et al., 2007; Castillo, 2009) and they have reported goods results for English language. Also, our system applies machine learning algorithms to the Spanish.",this paper we address the task problem of determining the entailment value between and pairs in applying machine learning techniques the past machine learning algorithms were widely used for the task of recognizing textual entailment and they have reported goods results for language Also our system applies machine learning algorithms to the
227,A,W07-1412,W11-2404,0,"(Zanzotto et al., 2007; Hickl and Bensley, 2007)","Third, looking at RTE-related literature and the outcomes of the six campaigns organised so far, the conclusions that can be drawn are often controversial. For instance, it is not clear whether the availability of larger amounts of training data correlates with better performance (Hickl et al., 2006) or not (Zanzotto et al., 2007; Hickl and Bensley, 2007), even within the same evaluation setting. In addition, ablation tests carried out in recent editions of the challenge do not allow for definite conclusions about the actual usefulness of tools and resources, even the most popular ones (Bentivogli et al., 2009).",looking at related literature and the outcomes of the campaigns organised so far the conclusions that can be drawn are often controversial For instance it is not clear whether the availability of larger amounts of training data correlates with better performance or not even within the same evaluation setting addition ablation tests carried out in recent editions of the challenge do not allow for definite conclusions about the actual usefulness of tools and resources even the most popular ones
228,A,W96-0213,A00-1031,1,"(Cutting et al., 1992; Schmid, 1995; Ratnaparkhi, 1996)","The debate about which paradigm solves the part-of-speech tagging problem best is not finished. Recent comparisons of approaches that can be trained on corpora (van Halteren et al., 1998; Volk and Schneider, 1998) have shown that in most cases statistical aproaches (Cutting et al., 1992; Schmid, 1995; Ratnaparkhi, 1996) yield better results than finite-state, rule-based, or memory-based taggers (Brill, 1993; Daelemans et al., 1996). They are only surpassed by combinations of different systems, forming a ""voting tagger"".",The debate about which paradigm solves the part of speech tagging problem best is not finished Recent comparisons of approaches that can be trained on corpora have shown that in most cases statistical aproaches yield better results than finite state rule based or memory based taggers They are only surpassed by combinations of different systems forming voting tagger
229,A,W96-0213,A00-2013,1,"(Ratnaparkhi, 1996)","In conclusion, we argue strongly that the use of an independent morphological dictionary is the preferred choice to more annotated data under such circumstances. English Part of Speech (POS) tagging has been widely described in the recent past, starting with the (Church, 1988) paper, followed by numerous others using various methods: neural networks (Julian Benello and Anderson, 1989), HMM tagging (Merialdo, 1992), decision trees (Schmid, 1994), transformation-based error-driven learning (Brill, 1995), and maximum entropy (Ratnaparkhi, 1996), to select just a few. However different the methods were, English dominated in these tests.",conclusion we argue strongly that the use of an independent morphological dictionary is the preferred choice to more annotated data under such circumstances Part of tagging has been widely described in the recent past starting with the paper followed by numerous others using various methods neural networks tagging decision trees transformation based error driven learning and maximum entropy to select just few However different the methods were dominated in these tests
230,A,W96-0213,A00-2020,0,Adwait Ratnaparkhi (1996),"Abney et al. (1999) applied boosting to part of speech tagging. Adwait Ratnaparkhi (1996) estimates a probability distribution for tagging using a maximum entropy approach. Regarding error detection in corpora, Ratnaparkhi (1996) discusses inconsistencies in the Penn Treebank and relates them to interannotator differences in tagging style.",applied boosting to part of speech tagging estimates probability distribution for tagging using maximum entropy approach Regarding error detection in corpora discusses inconsistencies in the Penn Treebank and relates them to interannotator differences in tagging style
231,A,W96-0213,A97-1004,2,"(Ratnaparkhi ,  1996)","As a. result, no hand-craf ted rules or lists are required by the highly portable system and it can be easily retrained for other languages or text genres. The  model  used here for sentence-boundary  detection is based on the m a x i m u m  entropy model used for POS tagging in (Ratnaparkhi ,  1996). For each potential  sentence boundary  token (., ?, and !), we est imate a joint  probabil i ty dis t r ibut ion p of the token and it.s surrounding context,  both  of which are denoted by c, occurr ing as an actual sentence I)oundary.",result no hand craf ted rules or lists are required by the highly portable system and it can be easily retrained for other languages or text genres The model used here for sentence boundary detection is based on the entropy model used for tagging in For each potential sentence boundary token we est imate joint probabil ty dis ibut ion of the token and surrounding context both of which are denoted by occurr ing as an actual sentence oundary
232,A,W96-0213,E03-1002,1,"(Ratnaparkhi, 1996)","We then tested the best non-lexicalized and the best lexicalized models on the testing set. 6 Standard measures of performance are shown in table 1. 7 The top panel of table 1 lists the results for the non-lexicalized model (SSN-Tags) and the available results for three other models which only use part-of-speech tags as inputs, another neural network parser (Costa et al., 2001), an earlier statis5 In these experiments the tags are included in the input to the system, but, for compatibility with other parsers, we did not use the hand-corrected tags which come with the corpus. We used a publicly available tagger (Ratnaparkhi, 1996) to tag the words and then used these in the input to the system. 6We found that 80 hidden units produced better performance than 60 or 100. Momentum was applied throughout training.",then tested the best non lexicalized and the best lexicalized models on the testing set measures of performance are shown in table The top panel of table lists the results for the non lexicalized model and the available results for other models which only use part of speech tags as inputs another neural network parser an earlier these experiments the tags are included in the input to the system but for compatibility with other parsers we did not use the hand corrected tags which come with the corpus used publicly available tagger to tag the words and then used these in the input to the system found that hidden units produced better performance than or was applied throughout training
233,A,W96-0213,J01-3003,1,(Ratnaparkhi 1996),"Our results were replicated in English without the need for a fully parsed corpus (Anoop Sarkar, p.c., citing a project report by Wootiporn Tripasai). Our method was applied to 23 million words of the WSJ that were automatically tagged with Ratnaparkhi's maximum entropy tagger (Ratnaparkhi 1996) and chunked with the partial parser CASS (Abney 1996). The results are very similar to ours (best accuracy 66.6%), suggesting that a more accurate tagger than the one used on our corpus might in fact be sufficient to overcome the fact that no full parse is available. subject and the object multisets; e.g., the overlap between (a, a, a, b} and {a} is {a,a,a}.",Our results were replicated in without the need for fully parsed corpus Our method was applied to million words of the that were automatically tagged with maximum entropy tagger and chunked with the partial parser The results are very similar to ours suggesting that more accurate tagger than the one used on our corpus might in fact be sufficient to overcome the fact that no full parse is available subject and the object multisets the overlap between and is
234,A,W96-0213,N04-1013,0,"(Ratnaparkhi, 1996)","As part of our assessment, we also measured the parsing speed of the two systems, taking into account all stages of processing that each system requires to produce its output. For example, since the Collins parser depends on a prior part-of-speech tagger (Ratnaparkhi, 1996), we included the time for POS tagging in our Collins measurements. XLE incorporates a sophisticated finite-state morphology and dictionary lookup component, and its time is part of the measure of XLE performance.",part of our assessment we also measured the parsing speed of the systems taking into account all stages of processing that each system requires to produce its output For example since the parser depends on prior part of speech tagger we included the time for tagging in our measurements incorporates sophisticated finite state morphology and dictionary lookup component and its time is part of the measure of performance
235,A,W96-0213,W02-0301,0,"(Kudo and Matsumoto, 2000; Nakagawa et al., 2001; Ratnaparkhi, 1996)","Thus, we need to employ powerful machine learning techniques which can incorporate various and complex features in a consistent way. Support Vector Machines (SVMs) (Vapnik, 1995) and Maximum Entropy (ME) method (Berger et al., 1996) are powerful learning methods that satisfy such requirements, and are applied successfully to other NLP tasks (Kudo and Matsumoto, 2000; Nakagawa et al., 2001; Ratnaparkhi, 1996). In this paper, we apply Support Vector Machines to biomedical named entity recognition and train them with Association for Computational Linguistics. the Biomedical Domain, Philadelphia, July 2002, pp. 1-8.",Thus we need to employ powerful machine learning techniques which can incorporate various and complex features in consistent way Support Vector Machines and Maximum Entropy method are powerful learning methods that satisfy such requirements and are applied successfully to other tasks this paper we apply Support Vector Machines to biomedical named entity recognition and train them with Association for Computational Linguistics the Biomedical Domain Philadelphia pp
236,A,W96-0213,W03-0428,0,"(Ratnaparkhi, 1996)","In section 2, we discuss a character-level HMM, while in section 3 we discuss a sequence-free maximum-entropy (maxent) classifier which uses � -gram substring features. Finally, in section 4 we add additional features to the maxent model, and chain these models into a conditional markov model (CMM), as used for tagging (Ratnaparkhi, 1996) or earlier NER work (Borthwick, 1999). Figure 1 shows a graphical model representation of our character-level HMM.",section we discuss character level while in section we discuss sequence free maximum entropy classifier which uses gram substring features Finally in section we add additional features to the maxent model and chain these models into conditional markov model as used for tagging or earlier work Figure shows graphical model representation of our character level
237,A,W96-0213,P99-1023,1,"(Ratnaparkhi, 1996)","Taggers are often preprocessors in NLP systems, making accurate performance especially important . Much research has been done to improve tagging accuracy using several different models and methods, including: hidden Markov models (HMMs) (Kupiec, 1992), (Charniak et al., 1993); rule-based systems (Brill, 1994), (Brill, 1995); memory-based systems (Daelemans et al., 1996); maximum-entropy systems (Ratnaparkhi, 1996); path voting constraint systems (Tiir and Oflazer, 1998); linear separator systems (Roth and Zelenko, 1998); and majority voting systems (van Halteren et al., 1998). This paper describes various modifications to an HMM tagger that  improve the performance to an accuracy comparable to or better than the best current single classifier taggers.",Taggers are often preprocessors in systems making accurate performance especially important Much research has been done to improve tagging accuracy using several different models and methods including hidden Markov models rule based systems memory based systems maximum entropy systems path voting constraint systems linear separator systems and majority voting systems This paper describes various modifications to an tagger that improve the performance to an accuracy comparable to or better than the best current single classifier taggers
238,A,W97-0703,W00-1438,3,Barzilay and Elhadad (1997),"They used WordNet, a lexical database which contains some semantic information ( Also using WordNet in their implenmntation. Barzilay and Elhadad (1997) dealt with some of tile limitations in Hirst and St-Onge's algorithm by examining every possible lexical chain which could be computed, not just those possible at a given point in the text. That is to say, while Hirst and St.",They used lexical database which contains some semantic information Also using in their implenmntation dealt with some of tile limitations in and Onge algorithm by examining every possible lexical chain which could be computed not just those possible at given point in the text That is to say while and
239,A,W97-0710,P04-3020,0,"(Teufel and Moens, 1997)","As a consequence, there is a large body of work on algorithms 5Notice that rows two and four in Table 1 are in fact redundant, since the “hub” (“weakness”) variations of the HITS (Positional) algorithms can be derived from their “authority” (“power”) counterparts by reversing the edge orientation in the graphs. 6Only seven edges are incident with vertex 15, less than e.g. eleven edges incident with vertex 14 – not selected as “important” by TextRank. for sentence extraction undertaken as part of the DUC evaluation exercises. Previous approaches include supervised learning (Teufel and Moens, 1997), vectorial similarity computed between an initial abstract and sentences in the given document, or intra-document similarities (Salton et al., 1997). It is also notable the study reported in (Lin and Hovy, 2003b) discussing the usefulness and limitations of automatic sentence extraction for summarization, which emphasizes the need of accurate tools for sentence extraction, as an integral part of automatic summarization systems. 6 Conclusions Intuitively, TextRank works well because it does not only rely on the local context of a text unit (vertex), but rather it takes into account information recursively drawn from the entire text (graph).",consequence there is large body of work on algorithms that rows and in Table are in fact redundant since the hub variations of the algorithms can be derived from their authority counterparts by reversing the edge orientation in the graphs edges are incident with less than eleven edges incident with not selected as important by for sentence extraction undertaken as part of the evaluation exercises Previous approaches include supervised learning vectorial similarity computed between an initial abstract and sentences in the given document or intra document similarities is also notable the study reported in discussing the usefulness and limitations of automatic sentence extraction for summarization which emphasizes the need of accurate tools for sentence extraction as an integral part of automatic summarization systems Conclusions Intuitively works well because it does not only rely on the local context of text unit but rather it takes into account information recursively drawn from the entire text
240,A,W99-0613,P02-1046,1,"(Collins and Singer, 1999)","Hence we can compute the precision of every rule given the precision of any one. The empirical investigations described here and below use the data set of (Collins and Singer, 1999). The task is to classify names in text as person, location, or organization.",Hence we can compute the precision of every rule given the precision of any one The empirical investigations described here and below use the data set of The task is to classify names in text as person location or organization
241,A,W99-0613,W11-0319,0,"(Collins and Singer, 1999)","The study shows that using competing categories improves the accuracy of the system, by avoiding sematic drift, which is a common cause of divergence in boostrapping approaches. Similar approaches are used among others in (Thelen and Riloff, 2002) for learning semantic lexicons, in (Collins and Singer, 1999) for namedentity recognition, and in (Fagni and Sebastiani, 2007) for hierarchical text categorization. Some of our methods rely on the same intuition described above, i.e., using instances of other classes as negative training examples.",The study shows that using competing categories improves the accuracy of the system by avoiding sematic drift which is common cause of divergence in boostrapping approaches Similar approaches are used among others in for learning semantic lexicons in for namedentity recognition and in for hierarchical text categorization Some of our methods rely on the same intuition described above using instances of other classes as negative training examples
242,A,W99-0613,W09-1116,0,Collins and Singer (1999),Brin (1998) shows how to alternate between extracting instances of a class and inducing new instance-extracting patterns. Collins and Singer (1999) and Cucerzan and Yarowsky (1999) apply bootstrapping to the related task of named-entity recognition. Our approach was directly influenced by the hypernym-extractor of Snow et al. (2005) and we provided an analogous summary in Section 1.,shows how to alternate between extracting instances of class and inducing new instance extracting patterns and apply bootstrapping to the related task of named entity recognition Our approach was directly influenced by the hypernym extractor of and we provided an analogous summary in Section
243,A,W99-0613,P07-1125,0,"(Collins and Singer, 1999)","This idea was formalised by Blum and Mitchell (1998) in their presentation of co-training. Co-training has also been used for named entity recognition (NER) (Collins and Singer, 1999), coreference resolution (Ng and Cardie, 2003), text categorization (Nigam and Ghani, 2000) and improving gene name data (Wellner, 2005). Conversely, single-view learning models operate without an explicit partition of the feature space.",This idea was formalised by in their presentation of co training training has also been used for named entity recognition coreference resolution text categorization and improving gene name data Conversely single view learning models operate without an explicit partition of the feature space
244,A,W06-2925,D07-1101,2,"(Carreras et al., 2006)","Otherwise we used the multi-root variant. The first-order features φ1(x, h, m) are the exact same implementation as in previous CoNLL system (Carreras et al., 2006). In turn, those features were inspired by successful previous work in firstorder dependency parsing (McDonald et al., 2005).",Otherwise we used the multi root variant The order features are the exact same implementation as in previous system turn those features were inspired by successful previous work in firstorder dependency parsing
245,A,W06-2925,D08-1059,0,"(McDonald et al., 2005; McDonald and Pereira, 2006; Carreras et al., 2006)","Testing on the English and Chinese Penn Treebank data, the combined system gave state-of-the-art accuracies of92.1% and86.2%, respectively. Graph-based (McDonald et al., 2005; McDonald and Pereira, 2006; Carreras et al., 2006) and transition-based (Yamada and Matsumoto, 2003; Nivre et al., 2006) parsing algorithms offer two different approaches to data-driven dependency parsing. Given an input sentence, a graph-based algorithm finds the highest scoring parse tree from all possible outputs, scoring each complete tree, while a transition-based algorithm builds a parse by a sequence of actions, scoring each action individually.",Testing on the and Penn Treebank data the combined system gave state of the art accuracies respectively based and transition based parsing algorithms offer different approaches to data driven dependency parsing Given an input sentence graph based algorithm finds the highest scoring parse tree from all possible outputs scoring each complete tree while transition based algorithm builds parse by sequence of actions scoring each action individually
